caption_id,caption_text,make,model,year_text,from_year,to_year,complete_bodytype,doors,body_type,series,badge,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,EXO PART NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVP-SDN,HOLDEN COMMODORE VP SEDAN 10/91 - 7/93,HOLDEN,COMMODORE,10/91 - 07/93,1991,1993,4DR SEDAN,4,SEDAN,,,VN-VRI LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNS RD/LHX G,HNVNS RD/RHX G,HNVNS RD/LHX GY,HNVNS RD/RHX GY,HNVNS RQ/LHX G,HNVNS RQ/RHX G,HNVNS OW/LHX 2GY,HNVNS OW/RHX 2GY,HNVNSI OW/LHX 2GY,HNVNSI OW/RHX 2GY,HNVNS RW/TGHX,HNVNS RWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVB-SDN,"HOLDEN COMMODORE SEDAN VB, VC, VH 11/78 - 2/84",HOLDEN,COMMODORE,11/78 - 02/84,1978,1984,4DR SEDAN,4,SEDAN,,,HNVB LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVL RD/LH G,HNVL RD/RH G,HNVBS RQ/LH G,HNVBS RQ/RH G,HNVBS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVK-SDN,HOLDEN COMMODORE SEDAN VK 3/84 - 2/86,HOLDEN,COMMODORE,3/84 - 2/86,1984,1986,4DR SEDAN,4,SEDAN,,,HNVB LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVL RD/LH G,HNVL RD/RH G,HNVL RQ/LH G,HNVL RQ/RH G,HNVBS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-UTE,HOLDEN COMMODORE UTE VE SERIESI (6G1E...) 8/07 - 9/10,HOLDEN,COMMODORE,8/07 - 9/10,2006,2010,2DR UTE,2,UTE,,,HNG1E LFW/GBX,HNVE LFW/GBX M,HNVEII LFW/GBX M,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEU SW/LHX G,HNVEU SW/RHX G,HNVEU SW/LHX GY SK,HNVEU SW/RHX GY SK,HNVEU RW/TGHX,HNVEU RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVN-UTE,"HOLDEN COMMODORE UTE VG, VP, VRI 8/90 - 9/94",HOLDEN,COMMODORE,09/88 - 08/97,1988,1994,2DR UTE,2,UTE,,,VN-VRI LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVG SW/LHX G,HNVG SW/RHX G,HNVG RW/TGX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-SDN,HOLDEN COMMODORE VE 4 DOOR SEDAN SERIESI 8/06 - 9/10,HOLDEN,COMMODORE,8/06 - 9/10,2006,2010,4DR SEDAN,4,SEDAN,,,HNG1E LFW/GBX,HNVE LFW/GBX M,HNVEII LFW/GBX M,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNG1E RD/LH G,HNG1E RD/RH G,HNVE4S RD/LH G,HNVE4S RD/RH G,HNVE4S RQ/LH 2GY,HNVE4S RQ/RH 2GY,HN111-062-000,HN111-062-001,HN111-063-000,HN111-063-001,HNVES RW/TGHX,HNG1E RW/TGHX,HNG1EII RW/TGHX,HNG1E RW/TGHXY,HNG1EII RW/TGHXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNZB4L,HOLDEN COMMODORE ZB 4 DOOR LIFTBACK/HATCH 10/17 on,HOLDEN,COMMODORE,10/17 on,2017,2021,5DR HATCH,5,HATCH,,,HNZB LFW/RQOXDY,HNZB FD/LH G,HNZB FD/RH G,HNZB FD/LH G SK,HNZB FD/RH G SK,HNZB5H RD/LH G,HNZB5H RD/RH G,HNZB5H RD/LH G SK,HNZB5H RD/RH G SK,HNZB5H RW/TGHX,HNZB5H RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-WGN,"HOLDEN COMMODORE VE 4 DOOR WAGON SERIESI (6G1EK52B, 547,54H, EL54B, EP55H) 3/08 - 9/10",HOLDEN,COMMODORE,3/08 - 9/10,2008,2010,5DR WAGON,5,WAGON,,,HNG1E LFW/GBX,HNVE LFW/GBX M,HNVEII LFW/GBX M,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEW SW/LHX GSK,HNVEW SW/RHX GSK,HNVEW SW/LHX GY SK,HNVEW SW/RHX GY SK,HNVEW SW/LHX 2GY,HNVEW SW/RHX 2GY,HNG1EW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVT-SDN,"HOLDEN COMMODORE VT, VTII SEDAN 9/97 - 9/00",HOLDEN,COMMODORE,09/97 - 09/00,1997,2000,4DR SEDAN,4,SEDAN,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTS RD/LH 2GY,HNVTS RD/RH 2GY,HNVTS RQ/LH 2GY,HNVTS RQ/RH 2GY,HNVTS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVT-WGN,"HOLDEN COMMODORE VT, VTII WAGON 9/97 - 9/00",HOLDEN,COMMODORE,09/97 - 09/00,1997,2000,5DR WAGON,5,WAGON,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTW RD/LHX G,HNVTW RD/RHX G,HNVTW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVU-UTE,"HOLDEN COMMODORE VU UTE 12/00 - 10/02, VY 10/02 - 7/04, VZ 8/04 - 2/08",HOLDEN,COMMODORE,12/00 - 02/08,2000,2008,2DR UTE,2,UTE,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVU SW/LHX GY OE,HNVU SW/RHX GY OE,VUUTE RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVX-SDN,"HOLDEN COMMODORE VX, VXII SEDAN 10/00 - 10/02",HOLDEN,COMMODORE,10/00 - 10/02,2000,2002,4DR SEDAN,4,SEDAN,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTS RD/LH 2GY,HNVTS RD/RH 2GY,HNVTS RQ/LH 2GY,HNVTS RQ/RH 2GY,HNVTS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVX-WGN,"HOLDEN COMMODORE VX, VXII WAGON 10/00 - 10/02",HOLDEN,COMMODORE,10/00 - 10/02,2000,2002,5DR WAGON,5,WAGON,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTW RD/LHX G,HNVTW RD/RHX G,HNVTW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVB-WGN,"HOLDEN COMMODORE WAGON VB, VC, VH 11/78 - 2/84",HOLDEN,COMMODORE,11/78 - 02/84,1978,1984,5DR WAGON,5,WAGON,,,HNVB LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVBW RQ/LH G,HNVBW RQ/RH G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVK-WGN,HOLDEN COMMODORE WAGON VK 3/84 - 2/86,HOLDEN,COMMODORE,3/84 - 2/86,1984,1986,5DR WAGON,5,WAGON,,,HNVB LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVBW RQ/LH G,HNVBW RQ/RH G,HNVLW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVP-WGN,HOLDEN COMMODORE VP WAGON 10/91 - 7/93,HOLDEN,COMMODORE,10/91 - 07/93,1991,1993,5DR WAGON,5,WAGON,,,VN-VRI LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNW RD/LHX GY,HNVNW RD/RHX GY,HNVNW SW/LHX 2GY,HNVNW SW/RHX 2GY,HNVNW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVR-WGN,HOLDEN COMMODORE VR WAGON 7/93 - 9/94,HOLDEN,COMMODORE,7/93 - 9/94,1993,1994,5DR WAGON,5,WAGON,,,VN-VRI LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNW RD/LHX GY,HNVNW RD/RHX GY,HNVNW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVY-SDN,"HOLDEN COMMODORE VY, VYII SEDAN 10/02 -7/04",HOLDEN,COMMODORE,10/02 - 07/04,2002,2004,4DR SEDAN,4,SEDAN,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTS RD/LH 2GY,HNVTS RD/RH 2GY,HNVTS RQ/LH 2GY,HNVTS RQ/RH 2GY,HNVTS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVY-WGN,"HOLDEN COMMODORE VY, VYII WAGON 10/02 -7/04",HOLDEN,COMMODORE,10/02 - 07/04,2002,2004,5DR WAGON,5,WAGON,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTW RD/LHX G,HNVTW RD/RHX G,HNVTW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVZ-SDN,HOLDEN COMMODORE VZ SEDAN 8/04 - 9/07,HOLDEN,COMMODORE,08/04 - 09/07,2004,2007,4DR SEDAN,4,SEDAN,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTS RD/LH 2GY,HNVTS RD/RH 2GY,HNVTS RQ/LH 2GY,HNVTS RQ/RH 2GY,HNVTS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVZ-WGN,HOLDEN COMMODORE VZ WAGON 8/04 - 2/08,HOLDEN,COMMODORE,08/04 - 03/08,2001,2008,5DR WAGON,5,WAGON,,,VT LFW/GBX,HNVT LFW/H,HNVT LFW/S,HNVT FD/LH 2GY,HNVT FD/RH 2GY,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,HNVTW RD/LHX G,HNVTW RD/RHX G,HNVTW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVL-SDN,HOLDEN COMMODORE SEDAN VL 3/86 - 8/88,HOLDEN,COMMODORE,3/86 - 8/88,1986,1988,4DR SEDAN,4,SEDAN,,,HNVL LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVL RD/LH G,HNVL RD/RH G,HNVL RQ/LH G,HNVL RQ/RH G,HNVBS RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVL-WGN,HOLDEN COMMODORE WAGON VL 3/86 - 8/88,HOLDEN,COMMODORE,3/86 - 8/88,1986,1988,5DR WAGON,5,WAGON,,,HNVL LFW/GBX,HNVB FD/LH G,HNVB FD/RH G,HNVBW RQ/LH G,HNVBW RQ/RH G,HNVLW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVRII-UTE,"HOLDEN COMMODORE UTE VRII, VS 9/94 - 11/00",HOLDEN,COMMODORE,9/94 - 11/00,1994,2000,2DR UTE,2,UTE,,,VRII-VS LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVG SW/LHX G,HNVG SW/RHX G,HNVG RW/TGX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVRII-SDN,HOLDEN COMMODORE VRII SEDAN 9/94 - 3/95,HOLDEN,COMMODORE,9/94 - 3/95,1994,1995,4DR SEDAN,4,SEDAN,,,VRII-VS LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNS RD/LHX G,HNVNS RD/RHX G,HNVNS RD/LHX GY,HNVNS RD/RHX GY,HNVNS RQ/LHX G,HNVNS RQ/RHX G,HNVSS OW/LHX 2GY,HNVSS OW/RHX 2GY,HNVSSI OW/LHX 2GY,HNVSSI OW/RHX 2GY,HNVSS RW/TGHX,HNVSS RWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVRII-WGN,HOLDEN COMMODORE VRII WAGON 9/94 - 3/95,HOLDEN,COMMODORE,9/94 - 3/95,1994,1995,5DR WAGON,5,WAGON,,,VRII-VS LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNW RD/LHX GY,HNVNW RD/RHX GY,HNVNW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVS-SDN,HOLDEN COMMODORE VS SEDAN 6/96 - 8/97,HOLDEN,COMMODORE,6/96 - 8/97,1995,1997,4DR SEDAN,4,SEDAN,,,VRII-VS LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNS RD/LHX G,HNVNS RD/RHX G,HNVNS RD/LHX GY,HNVNS RD/RHX GY,HNVNS RQ/LHX G,HNVNS RQ/RHX G,HNVSS OW/LHX 2GY,HNVSS OW/RHX 2GY,HNVSSI OW/LHX 2GY,HNVSSI OW/RHX 2GY,HNVSS RW/TGHX,HNVSS RWM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVS-WGN,HOLDEN COMMODORE VS WAGON 6/96 - 8/97,HOLDEN,COMMODORE,6/96 - 8/97,1995,1997,5DR WAGON,5,WAGON,,,VRII-VS LFW/GBX,HNVN FD/LHX G,HNVN FD/RHX G,HNVN FD/LHX GY,HNVN FD/RHX GY,HN104-060-001,HN104-060-000,HN104-062-001,HN104-062-000,HNVNW RD/LHX GY,HNVNW RD/RHX GY,HNVNW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-SDNII,HOLDEN COMMODORE VE 4 DOOR SEDAN  SERIESII 9/10 - 5/13,HOLDEN,COMMODORE,9/10 - 5/13,2010,2013,4DR SEDAN,4,SEDAN,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1EII LFW/GBXY,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNG1E RD/LH G,HNG1E RD/RH G,HNVE4S RD/LH G,HNVE4S RD/RH G,HNVE4S RQ/LH 2GY,HNVE4S RQ/RH 2GY,HN111-062-000,HN111-062-001,HN111-063-000,HN111-063-001,HNVES RW/TGHX,HNG1E RW/TGHX,HNG1EII RW/TGHX,HNG1E RW/TGHXY,HNG1EII RW/TGHXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-UTEII,HOLDEN COMMODORE UTE VE SERIESII (6G1E...) 9/10 - 5/13,HOLDEN,COMMODORE,9/10 - 5/13,2010,2013,2DR UTE,2,UTE,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1EII LFW/GBXY,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEU SW/LHX G,HNVEU SW/RHX G,HNVEU SW/LHX GY SK,HNVEU SW/RHX GY SK,HNVEU RW/TGHX,HNVEU RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVE-WGNII,"HOLDEN COMMODORE VE 4 DOOR WAGON SERIESII (6G1EK52B, 547,54H, EL54B, EP55H) 9/10 - 5/13",HOLDEN,COMMODORE,9/10 - 5/13,2010,2013,5DR WAGON,5,WAGON,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1EII LFW/GBXY,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEW SW/LHX GSK,HNVEW SW/RHX GSK,HNVEW SW/LHX GY SK,HNVEW SW/RHX GY SK,HNVEW SW/LHX 2GY,HNVEW SW/RHX 2GY,HNG1EW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVF-SDN,HOLDEN COMMODORE VF 4 DOOR SEDAN 5/13 - 10/17,HOLDEN,COMMODORE,5/13 - 10/17,2013,2017,4DR SEDAN,4,SEDAN,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1E4 LFW/MY,HNG1E4 LFW/MQX,HNG1EII LFW/GBXY,HNG1E LFW/MQORDY,HNG1E LFW/MQORDY SK,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNG1E RD/LH G,HNG1E RD/RH G,HNVE4S RD/LH G,HNVE4S RD/RH G,HNVE4S RQ/LH 2GY,HNVE4S RQ/RH 2GY,HNG1E4 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVF-UTE,HOLDEN COMMODORE VF UTE 5/13 - 10/17,HOLDEN,COMMODORE,5/13 - 10/17,2013,2017,2DR UTE,2,UTE,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1E4 LFW/MY,HNG1E4 LFW/MQX,HNG1EII LFW/GBXY,HNG1E LFW/MQORDY,HNG1E LFW/MQORDY SK,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEU SW/LHX G,HNVEU SW/RHX G,HNVEU SW/LHX GY,HNVEU SW/RHX GY,HNG1EU RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVF-WAG,HOLDEN COMMODORE VF 4 DOOR WAGON 5/13 - 10/17,HOLDEN,COMMODORE,5/13 - 10/17,2013,2017,5DR WAGON,5,WAGON,,,HNG1E LFW/GBX,HNG1E LFW/GBXY,HNG1EII LFW/GBX,HNG1E4 LFW/MY,HNG1E4 LFW/MQX,HNG1EII LFW/GBXY,HNG1E LFW/MQORDY,HNG1E LFW/MQORDY SK,HNVE FD/LH G,HNVE FD/RH G,HNG1E FD/LH G,HNG1E FD/RH G,HNVEW SW/LHX GSK,HNVEW SW/RHX GSK,HNVEW SW/LHX GY SK,HNVEW SW/RHX GY SK,HNVEW SW/LHX 2GY,HNVEW SW/RHX 2GY,HNG1EW RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNZB4W,HOLDEN COMMODORE ZB 4 DOOR SPORTSWAGON 10/17 on,HOLDEN,COMMODORE,10/17 on,2017,2021,5DR WAGON,5,WAGON,,,HNZB LFW/RQOXDY,HNZB FD/LH G,HNZB FD/RH G,HNZB FD/LH G SK,HNZB FD/RH G SK,HNZB4W RD/LH G,HNZB4W RD/RH G,HNZB4W RD/LH G SK,HNZB4W RD/RH G SK,HNZB4W RW/TGHX,HNZB4W RW/TGHX SK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNVU-CREWMAN,"HOLDEN CREWMAN 12/00 - 10/02, VY 10/02 - 7/04, VZ 8/04 - 2/08",HOLDEN,CREWMAN,12/00 - 02/08,2000,2008,4DR UTE,4,UTE,,,VT LFW/GBX,HN107-060-003,HN107-060-002,HN107-062-001,HN107-062-000,VUUTE RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNJA69-SDN,HOLDEN CRUZE 4 DOOR SEDAN JG 05/09 - 05/12,HOLDEN,CRUZE,05/09 - 5/12,2009,2012,4DR SEDAN,4,SEDAN,,,HNJA69 LFW/GBX,HNJA69 LFW/MY,HNJA69II LFW/MRY,HNJA69 FWM,HNJA69 FD/LH G,HNJA69 FD/RH G,HNJA69 FD/LH G SK,HNJA69 FD/RH G SK,HNJA69 RD/LH G,HNJA69 RD/RH G,HNJA69 RD/LH G SK,HNJA69 RD/RH G SK,HNJA69 RQ/LHX G,HNJA69 RQ/RHX G,HNJA69 RW/TGHX SK,HNJA69 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNHX51,HOLDEN CRUZE 4WD 4 DOOR WAGON YG (JSAGHY815) 6/02 - 12/06,HOLDEN,CRUZE,06/02 - 12/06,2002,2006,5DR WAGON,5,WAGON,,,HNY81 LFW/GBX,SZHX51 FD/LH G,SZHX51 FD/RH G,SZHX51 RD/LH G,SZHX51 RD/RH G,HNY81 SW/LHX G,HNY81 SW/RHX G,SZHV51 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNJA69-HBK,HOLDEN CRUZE 5 DOOR HATCH JH 11/11 - 05/12,HOLDEN,CRUZE,11/11 - 5/12,2011,2012,5DR HATCH,5,HATCH,,,HNJA69 LFW/GBX,HNJA69 LFW/MY,HNJA69II LFW/MRY,HNJA69 FWM,HNJA69 FD/LH G,HNJA69 FD/RH G,HNJA69 FD/LH G SK,HNJA69 FD/RH G SK,HNPD6 RD/LH G,HNPD6 RD/RH G,HNPD6 RD/LH G SK,HNPD6 RD/RH G SK,HNPD6 RQ/LHX G,HNPD6 RQ/RHX G,HNPD6 RW/TGHX,HNPD6 RW/TGHX SK,HNPD6 RW/TGHXY OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNJA69-SDN-12,HOLDEN CRUZE 4 DOOR SEDAN JH 06/12 - 10/16,HOLDEN,CRUZE,6/12 - 10/16,2012,2016,4DR SEDAN,4,SEDAN,,,HNJA69II LFW/GBX,HNJA69 FWM,HNJA69 FD/LH G,HNJA69 FD/RH G,HNJA69 FD/LH G SK,HNJA69 FD/RH G SK,HNJA69 RD/LH G,HNJA69 RD/RH G,HNJA69 RD/LH G SK,HNJA69 RD/RH G SK,HNJA69 RQ/LHX G,HNJA69 RQ/RHX G,HNJA69 RW/TGHX SK,HNJA69 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNJA69-HBK-12,HOLDEN CRUZE 5 DOOR HATCH JH 06/12 - 10/16,HOLDEN,CRUZE,7/12 - 10/16,2012,2016,5DR HATCH,5,HATCH,,,HNJA69II LFW/MY,HNJA69 FWM,HNJA69 FD/LH G,HNJA69 FD/RH G,HNJA69 FD/LH G SK,HNJA69 FD/RH G SK,HNPD6 RD/LH G,HNPD6 RD/RH G,HNPD6 RD/LH G SK,HNPD6 RD/RH G SK,HNPD6 RQ/LHX G,HNPD6 RQ/RHX G,HNPD6 RW/TGHX,HNPD6 RW/TGHX SK,HNPD6 RW/TGHXY OE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNJA69-WAG-12,HOLDEN CRUZE 5 DOOR WAGON JH 02/13 - 10/16,HOLDEN,CRUZE,2/13 - 10/16,2013,2016,5DR WAGON,5,WAGON,,,HNJA69II LFW/GBX,HNJA69 FWM,HNJA69 FD/LH G,HNJA69 FD/RH G,HNJA69 FD/LH G SK,HNJA69 FD/RH G SK,HN3JA3 RD/LH G SK,HN3JA3 RD/RH G SK,HN3JA3 RQ/LHX G SK,HN3JA3 RQ/RHX G SK,HNPD6 RQ/LHX G SK,HNPD6 RQ/RHX G SK,HN3JA3 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNSJ70,HOLDEN DROVER 2 DOOR SOFT TOP/HARD TOP 3/85 - 87,HOLDEN,DROVER,03/85 - 12/87,1985,1987,2DR SUV,2,SUV,,,SZSJ70 FD/LH G,SZSJ70 FD/RH G,SZSJ30 SW/LH G,SZSJ30 SW/RH G,SZSJ30 RW/TG,SZSJ30 RW/TGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNLA69,"HOLDEN EPICA 4 DOOR SEDAN (KL3LA69L, A69K) 2/07 - 12/11",HOLDEN,EPICA,02/07 - 12/11,2007,2011,4DR SEDAN,4,SEDAN,,,HNLA69 LFW/GBX,HNLA69 FD/LH G,HNLA69 FD/RH G,HNLA69 RD/LH G,HNLA69 RD/RH G,HNLA69 RQ/LH G,HNLA69 RQ/RH G,HNLA69 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN3GOA,HOLDEN EQUINOX EQ 5 DOOR WAGON SUV  9/17 - on,HOLDEN,EQUINOX,04/17 on,2017,2021,5DR SUV,5,SUV,,,HN3GOA LFW/MY,HN3GOA LFW/MORQY,HN3GOA FD/LH G,HN3GOA FD/RH G,HN3GOA RD/LH G,HN3GOA RD/RH G,HN3GOA RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNUES25-2D,HOLDEN FRONTERA 2 DOOR WAGON SWB (UES30) 2/99 - 5/00,HOLDEN,FRONTERA,02/99 - 12/03,1999,2003,2DR SUV,2,SUV,,,UES25 LFW/GBX,UES25 FD/LH GY,UES25 FD/RH GY,UES30 SW/LHX G,UES30 SW/RHX G,UES30 RW/TGHX,HNUES3 RW/TGHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
